,player_id,player_name,goal,shot
424,5227.0,Alireza Safar Beiranvand,0.0,0.0
425,5230.0,Ehsan Hajsafi,0.0,1.0
426,5231.0,Karim Ansarifard,1.0,2.0
427,3333.0,David de Gea Quintana,0.0,0.0
428,5199.0,Jorge Resurrección Merodio,0.0,1.0
429,5720.0,Milad Mohammadi,0.0,0.0
430,5239.0,Alireza Jahanbakhsh,0.0,1.0
431,5719.0,Marco Asensio Willemsen,0.0,3.0
432,5240.0,Saman Ghoddos,0.0,2.0
433,5718.0,Rodrigo Moreno Machado,0.0,4.0
434,5267.0,Néstor Fernando Muslera Micol,0.0,0.0
435,5259.0,José María Giménez de Vargas,1.0,4.0
436,5260.0,Rodrigo Bentancur Colmán,0.0,3.0
437,5255.0,Matías Vecino Falero,0.0,4.0
438,5248.0,José Martín Cáceres Silva,0.0,7.0
439,5249.0,Diego Roberto Godín Leal,0.0,3.0
440,5264.0,Guillermo Varela Olivera,0.0,0.0
441,5256.0,Cristian Gabriel Rodríguez Barrotti,0.0,4.0
442,5246.0,Luis Alberto Suárez Díaz,2.0,10.0
443,5715.0,Ali Albulayhi,0.0,0.0
444,5714.0,Mohammed Khalil Al Owais,0.0,0.0
445,5268.0,Carlos Andrés Sánchez Arcosa,0.0,2.0
446,4319.0,Edinson Roberto Cavani Gómez,3.0,14.0
447,5716.0,Hussain Al Mogahwi,0.0,4.0
448,5266.0,Lucas Torreira Di Pascua,0.0,2.0
449,5717.0,Diego Sebastián Laxalt Suárez,0.0,1.0
450,5713.0,Mohammed Kanoo,0.0,1.0
451,5247.0,Nahitan Michel Nández Acosta,0.0,1.0
452,5742.0,Gabriel Iván Mercado,1.0,1.0
453,19597.0,Marcos Javier Acuña,0.0,1.0
454,5741.0,Enzo Nicolás Pérez,0.0,1.0
455,5743.0,Paulo Bruno Exequiel Dybala,0.0,1.0
456,5739.0,Vedran Ćorluka,0.0,0.0
457,5738.0,Anderson Santamaría Bardales,0.0,0.0
458,5732.0,Andreas Evald Cornelius,0.0,1.0
459,5836.0,Bryan Oviedo,0.0,3.0
460,5838.0,Fágner Conserva Lemos,0.0,0.0
